Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),329.40,302.38,351.76,1647.01,302.97,305.35,308.32,317.25,329.83,345.79,349.37,350.57,351.52,18.15
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,11282.40,11120.00,11406.00,56412.00,11125.20,11146.00,11172.00,11250.00,11265.00,11371.00,11392.00,11399.00,11404.60,100.85
HTTP Chunks Sent,1.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.27,0.24,0.29,1.37,0.24,0.24,0.25,0.27,0.28,0.29,0.29,0.29,0.29,0.02
HTTP Connection Overhead (ms),0.27,0.24,0.29,1.37,0.24,0.24,0.25,0.27,0.28,0.29,0.29,0.29,0.29,0.02
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),3039.49,3029.75,3049.55,15197.47,3030.07,3031.36,3032.98,3037.83,3039.98,3040.37,3045.87,3047.71,3049.18,6.32
HTTP Data Sent (KB),51.78,49.33,53.11,258.91,49.42,49.78,50.23,51.58,51.83,53.06,53.09,53.10,53.11,1.37
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),37419.17,34933.13,40638.33,187095.85,34957.24,35053.67,35174.21,35535.83,37255.31,38733.24,39876.30,40257.31,40562.13,2090.17
HTTP Receiving (ms),32641.03,29938.34,35478.94,163205.15,29959.15,30042.38,30146.42,30458.53,33655.20,33674.14,34757.02,35117.98,35406.74,2107.96
HTTP Sending (ms),0.39,0.34,0.42,1.97,0.34,0.35,0.36,0.40,0.41,0.41,0.41,0.42,0.42,0.03
HTTP Total Time (ms),37419.44,34933.36,40638.60,187097.22,34957.47,35053.92,35174.47,35536.13,37255.59,38733.53,39876.58,40257.59,40562.40,2090.18
HTTP Waiting (TTFB) (ms),4777.75,3599.70,5159.00,23888.73,3655.49,3878.65,4157.60,4994.44,5058.70,5076.89,5126.15,5142.57,5155.71,591.36
Input Sequence Length (tokens),12288.00,12288.00,12288.00,61440.00,12288.00,12288.00,12288.00,12288.00,12288.00,12288.00,12288.00,12288.00,12288.00,0.00
Inter Chunk Latency (ms),2.66,0.00,117.78,163204.12,0.00,0.00,0.03,0.05,0.08,0.12,0.17,31.42,54.23,10.07
Inter Token Latency (ms),2.66,2.44,2.89,13.28,2.44,2.45,2.45,2.48,2.74,2.74,2.83,2.86,2.88,0.17
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),12288.00,12288.00,12288.00,61440.00,12288.00,12288.00,12288.00,12288.00,12288.00,12288.00,12288.00,12288.00,12288.00,0.00
Output Token Count (tokens),12288.00,12288.00,12288.00,61440.00,12288.00,12288.00,12288.00,12288.00,12288.00,12288.00,12288.00,12288.00,12288.00,0.00
Output Token Throughput Per User (tokens/sec/user),378.02,346.32,410.41,1890.11,347.06,350.03,353.74,364.88,365.09,403.40,407.61,409.01,410.13,24.65
Prefill Throughput Per User (tokens/sec/user),2620.79,2381.65,3413.16,13103.96,2383.19,2389.35,2397.05,2420.15,2428.86,2460.14,3031.95,3222.56,3375.04,396.97
Request Latency (ms),37419.03,34933.02,40638.17,187095.13,34957.12,35053.55,35174.09,35535.70,37255.13,38733.12,39876.15,40257.16,40561.97,2090.16
Time to First Output Token (ms),4778.20,3600.18,5159.44,23891.01,3655.97,3879.11,4158.04,4994.84,5059.17,5077.38,5126.62,5143.03,5156.16,591.35
Time to First Token (ms),4778.20,3600.18,5159.44,23891.01,3655.97,3879.11,4158.04,4994.84,5059.17,5077.38,5126.62,5143.03,5156.16,591.35
Time to Second Token (ms),33.56,30.25,35.10,167.78,30.40,31.00,31.76,34.02,34.10,34.31,34.79,34.95,35.07,1.70

Metric,Value
Benchmark Duration (sec),187.38
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),327.90
Request Count,5.00
Request Throughput (requests/sec),0.03
Total Input Sequence Length (tokens),61440.00
Total Output Sequence Length (tokens),61440.00
Total Output Tokens (tokens),61440.00
Total Token Throughput (tokens/sec),655.79


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
